,Bleu_1,train_word_accy,accy_calc_time,train_loss,train_time,ROUGE_L,epoch,CIDEr,Bleu_4,test_loss,Bleu_2,test_word_accy,Bleu_3
12,0.7114447443394679,0.042851041596079706,5.433333333333334,2.678273730749381,67.86666666666666,0.5341940425843424,12,0.7975469967944775,0.2525735330471185,6.833434562683106,0.5097661711600365,0.18130483008974488,0.35954470226631324
13,0.7024436369029832,0.03458761164628412,6.15,2.6389840183695754,66.96666666666667,0.5283681290540131,13,0.7949051067234439,0.2537534434483859,6.9682122278213505,0.5046671471467264,0.17530254964164024,0.35757498660230486
14,0.7116366618211505,0.029073060924127484,6.433333333333334,2.6024675715422063,66.56666666666666,0.5285223727074178,14,0.805995172352362,0.25365464228825163,6.9779962015151975,0.5092211081630682,0.1731542044289005,0.35958364072733573
15,0.708586472255961,0.02483487108888786,5.35,2.5687323132133653,67.36666666666666,0.5318803625100246,15,0.7990972372943328,0.2536587886739695,7.033649230003357,0.5097590720664202,0.1700608081931039,0.36037431714258006
16,0.7150027990296565,0.029982666814081967,5.95,2.4983533022157514,66.5,0.5344254748290369,16,0.8232630547648631,0.25903090752802643,7.167733421325684,0.5145125862109542,0.17537778076936023,0.36546942198107035
17,0.7095235443695694,0.03342835081512338,6.55,2.473330322136841,67.11666666666666,0.5322934331686029,17,0.8183262051415262,0.2604378402216281,7.208239679336548,0.5124770535545089,0.17243178642966553,0.3652702823226404
18,0.7063148390425343,0.036634633560043796,5.366666666666666,2.4540349934233676,66.76666666666667,0.5312253739921209,18,0.8117278604561753,0.2560036208615561,7.2214710235595705,0.5092787800841349,0.17230298135809946,0.36188348323619157
19,0.709134124375602,0.03948946753356373,5.983333333333333,2.4367814140833275,66.58333333333333,0.5299153334120152,19,0.8176554925538543,0.2573933007167058,7.240887913703919,0.5112427897690294,0.17088990455706413,0.3628738358640124
20,0.7067428150331484,0.042591727386314865,6.483333333333333,2.4204218731658815,66.31666666666666,0.5297021263745324,20,0.8147900911468559,0.25586977024534113,7.26015350818634,0.5080088485343033,0.16931822003968922,0.3600868191423935
21,0.7103674346247739,0.044959139807955906,5.333333333333333,2.4053554694839843,66.48333333333333,0.5302917039552117,21,0.820329956732442,0.25751212108385224,7.307297134399414,0.510514096696901,0.1683146672047893,0.36236145479382825
22,0.7070716499271794,0.0478428029830199,6.033333333333333,2.390413677071641,66.65,0.5272096605303854,22,0.805303636371292,0.25458911730957046,7.332808289527893,0.5082949361502997,0.17242538881883143,0.36019418631770334
23,0.7071597545649312,0.049909886454555075,6.466666666666667,2.3764797805792868,66.55,0.5293745822409103,23,0.8165648959264997,0.2554834425141126,7.408194961547852,0.5079575393876599,0.16746556334830212,0.36067994156750544
24,0.706424906932367,0.058342873718586576,5.35,2.3218895982875303,66.65,0.5288596530778416,24,0.8156153219614993,0.2552262228898876,7.462182459831237,0.5078917461227312,0.1672673025025562,0.36031658645872566
25,0.7043571336298244,0.05999252818425961,6.033333333333333,2.3072789589704294,66.53333333333333,0.5277581687448839,25,0.8108632337559931,0.25544221493151603,7.512055668830872,0.5077850543462404,0.16683784284343273,0.36033832415956907
26,0.7036737692872759,0.060341153477158356,6.483333333333333,2.2978121936584297,66.58333333333333,0.5271243086001536,26,0.8084122159105013,0.25254544805552925,7.507317514419555,0.505478711596366,0.1691422049913566,0.3569010366582808
27,0.7042139234670226,0.059566331534628925,5.35,2.289452247564917,66.46666666666667,0.5283919441057605,27,0.8089840046403006,0.2523319901951222,7.546646618843079,0.5059140600491088,0.16716442953020133,0.3576836855981736
28,0.7029602408080977,0.061269632091834975,6.083333333333333,2.28186531521426,67.33333333333333,0.5266172508486003,28,0.8039826994057809,0.2513811118353724,7.577238802909851,0.5042722623432024,0.16943566287751397,0.35614261538249353
29,0.7064677535495891,0.060286764364966994,6.483333333333333,2.274573409020743,67.98333333333333,0.5285933989924528,29,0.8060593967794798,0.2510798383085465,7.613330698013305,0.5056336834572985,0.16805677002757785,0.35598143257768605
