,test_word_accy,train_time,epoch,test_loss,Bleu_2,Bleu_3,train_word_accy,ROUGE_L,Bleu_4,CIDEr,train_loss,accy_calc_time,Bleu_1
12,0.17983427267847557,68.05,12,5.985822210311889,0.5011533289861326,0.351076005656056,0.03693317926056962,0.5219534451617401,0.24637567183961198,0.7686630692382126,2.6547150425645807,6.516666666666667,0.7031025003272549
13,0.18057540650064738,67.15,13,6.017516808509827,0.49368219644874584,0.3464256873842453,0.028872296742240785,0.521518046347303,0.24321344640557643,0.7653790969401402,2.611800560673464,6.45,0.6983202687569859
14,0.18358495006892842,66.93333333333334,14,5.987049264907837,0.5079814119148002,0.3575267620043654,0.026015679519140807,0.5272878011884801,0.25135853303418504,0.8000033712107094,2.5716913872236504,6.0,0.7106058316966175
15,0.17574577380852457,67.81666666666666,15,6.105960583686828,0.5025275464405521,0.3551347142609025,0.02619043797798519,0.5293253290353208,0.2513817638415693,0.8028356518479449,2.5350862081768444,6.65,0.7013200716714686
16,0.1771029609690444,67.05,16,6.167998485565185,0.49985136075813147,0.35356848994298257,0.03638646466015424,0.5263899580621687,0.25095153349465293,0.7996446281870933,2.450631261713612,6.516666666666667,0.7001601354709143
17,0.17712096516727438,66.73333333333333,17,6.208316354751587,0.49980447168274106,0.35272095994505137,0.04067889500345356,0.5268488146622916,0.24988830587774236,0.7930536879416828,2.426584421904447,6.516666666666667,0.6998047450633529
18,0.1761533550619939,66.9,18,6.221483483314514,0.49216732550267445,0.34528407373392483,0.0435126271902763,0.5208857220962227,0.24270834434467362,0.7740417929014166,2.408536177447488,6.066666666666666,0.6946342000881318
19,0.1812464265294454,66.71666666666667,19,6.171130175590515,0.49978209605307133,0.35248125400603253,0.04636032816547605,0.5256533920380012,0.24965468849584646,0.7914841588249759,2.3924314555928228,6.483333333333333,0.7003988772344383
20,0.17721518987341772,66.6,20,6.239797501564026,0.49897617628587493,0.3527866976834853,0.048710502507843326,0.5244829452050797,0.2509984290442506,0.7942012023444102,2.377492240647352,6.466666666666667,0.698917381022748
21,0.17729946569131452,66.8,21,6.30129765033722,0.4958118094741518,0.34913761704578467,0.05099425080335394,0.522113483325755,0.24752665578859573,0.7836331872659602,2.3640137565735686,6.5,0.6968380980540592
22,0.17777852586221407,66.93333333333334,22,6.254414043426514,0.49636308678935875,0.3512524132747508,0.05276561205286503,0.5242790125255881,0.24951182083019216,0.7898920757117067,2.3512260645549063,6.483333333333333,0.6949161867732697
23,0.17565007460559626,66.95,23,6.309329428672791,0.4961673206014869,0.34943090567593627,0.054458658924985824,0.5230055868165571,0.24732444873000015,0.7868071123924095,2.338332326561607,6.5,0.6979083977920822
24,0.17837083375374163,66.93333333333334,24,6.310490508079528,0.49305951724466773,0.3460164717007716,0.059759814114063774,0.5212804490079604,0.24358279292810672,0.785729286896448,2.289353294174753,6.483333333333333,0.6958410810611652
25,0.1759501745903841,66.75,25,6.354519257545471,0.49258995676265604,0.34585418591612305,0.06081787553155698,0.5216580317809719,0.24371317371683632,0.7846525885415003,2.2772909637478107,6.55,0.6943339504701723
26,0.17652090776430332,66.85,26,6.325401296615601,0.4942505768611564,0.34681501976400053,0.060836599652147445,0.5224269352866253,0.2453032866796447,0.7869478202318132,2.2693815317600046,6.05,0.6964020056201317
27,0.17507139257517218,66.83333333333333,27,6.3571563863754275,0.49217219147205876,0.3447971978887167,0.06033253443752147,0.5192570904703573,0.24231266611977953,0.7789804993136283,2.2624010817728943,6.516666666666667,0.6945012434374009
28,0.17259028057457376,68.7,28,6.365795855522156,0.49082336576928143,0.34404982738367357,0.06038395146707943,0.5205819909171732,0.24201548445878038,0.7772846812795009,2.256067050839565,6.5,0.6929264859132915
29,0.17198459287168016,66.86666666666666,29,6.411197652816773,0.49024007634755246,0.343312227194095,0.05848999180894026,0.520865091429007,0.24178371836832582,0.7790700406132397,2.2495767287942865,6.566666666666666,0.6931647425325144
